"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"12/04/2026";"1700";"26,3";"27,3";"23,0";"51,0";"68,0";"49,0";"15,5";"17,2";"14,6";"920,9";"921,7";"920,9";"1,7";"77,0";"6,2";"2878,30";"0,0"
"12/04/2026";"1800";"23,1";"27,5";"23,1";"63,0";"63,0";"49,0";"15,7";"17,0";"14,2";"920,7";"920,9";"920,6";"1,8";"88,0";"6,2";"1836,00";"0,0"
"12/04/2026";"1900";"25,3";"25,4";"22,5";"55,0";"68,0";"55,0";"15,6";"16,9";"15,4";"920,4";"920,7";"920,4";"1,8";"65,0";"6,1";"383,80";"0,0"
"12/04/2026";"2000";"22,7";"25,4";"22,1";"65,0";"71,0";"52,0";"15,7";"16,5";"14,8";"920,4";"920,5";"920,3";"1,5";"82,0";"6,0";"255,40";"0,0"
"12/04/2026";"2100";"21,8";"22,7";"21,6";"68,0";"70,0";"65,0";"15,5";"15,9";"15,4";"921,0";"921,0";"920,4";"1,3";"104,0";"4,5";"46,10";"0,0"
"12/04/2026";"2200";"20,7";"21,8";"20,7";"71,0";"71,0";"67,0";"15,2";"15,6";"15,1";"921,1";"921,1";"921,0";"1,3";"90,0";"3,3";"";"0,0"
"12/04/2026";"2300";"20,3";"20,9";"20,3";"75,0";"75,0";"71,0";"15,7";"15,9";"15,2";"921,4";"921,5";"921,1";"0,9";"97,0";"4,5";"";"0,0"
"13/04/2026";"0000";"20,1";"20,7";"20,1";"73,0";"76,0";"72,0";"15,0";"15,8";"15,0";"921,5";"921,6";"921,4";"1,0";"103,0";"4,3";"";"0,0"
"13/04/2026";"0100";"19,0";"20,3";"19,0";"77,0";"77,0";"72,0";"15,0";"15,1";"14,8";"921,4";"921,5";"921,4";"0,1";"115,0";"3,3";"";"0,0"
"13/04/2026";"0200";"19,5";"19,8";"18,8";"76,0";"80,0";"75,0";"15,1";"15,4";"14,9";"921,1";"921,4";"921,1";"1,0";"117,0";"2,7";"";"0,0"
"13/04/2026";"0300";"17,6";"19,4";"17,4";"86,0";"87,0";"76,0";"15,3";"15,4";"14,7";"921,0";"921,2";"920,8";"0,5";"124,0";"2,6";"";"0,0"
"13/04/2026";"0400";"17,0";"17,7";"16,9";"90,0";"90,0";"85,0";"15,3";"15,3";"14,7";"920,6";"921,0";"920,6";"0,3";"17,0";"1,7";"";"0,0"
"13/04/2026";"0500";"16,6";"17,0";"16,4";"91,0";"91,0";"90,0";"15,1";"15,3";"14,8";"920,4";"920,6";"920,4";"0,1";"264,0";"1,4";"";"0,0"
"13/04/2026";"0600";"18,2";"18,2";"16,4";"84,0";"92,0";"84,0";"15,4";"16,1";"14,9";"919,6";"920,4";"919,6";"0,2";"110,0";"2,5";"";"0,0"
"13/04/2026";"0700";"18,1";"18,3";"17,9";"83,0";"84,0";"83,0";"15,2";"15,3";"15,1";"919,4";"919,6";"919,3";"1,3";"114,0";"4,0";"";"0,0"
"13/04/2026";"0800";"17,8";"18,3";"17,3";"85,0";"86,0";"82,0";"15,2";"15,6";"14,9";"919,8";"919,8";"919,4";"0,2";"91,0";"3,7";"";"0,0"
"13/04/2026";"0900";"18,6";"18,7";"17,8";"82,0";"85,0";"81,0";"15,4";"15,5";"15,2";"920,3";"920,3";"919,8";"1,0";"103,0";"3,6";"";"0,0"
"13/04/2026";"1000";"18,9";"19,0";"18,5";"82,0";"83,0";"81,0";"15,8";"15,8";"15,4";"920,9";"920,9";"920,2";"1,1";"112,0";"4,2";"74,80";"0,0"
"13/04/2026";"1100";"20,0";"20,0";"18,9";"80,0";"83,0";"78,0";"16,4";"16,6";"15,8";"921,4";"921,4";"920,9";"1,4";"100,0";"4,5";"485,20";"0,0"
"13/04/2026";"1200";"21,5";"22,3";"20,0";"70,0";"80,0";"68,0";"15,7";"17,0";"15,4";"921,8";"921,8";"921,3";"0,9";"84,0";"5,9";"1344,50";"0,0"
"13/04/2026";"1300";"22,1";"22,7";"21,3";"71,0";"75,0";"66,0";"16,6";"17,1";"15,8";"922,1";"922,1";"921,7";"1,0";"92,0";"4,4";"1265,10";"0,0"
"13/04/2026";"1400";"23,6";"25,1";"21,8";"60,0";"74,0";"57,0";"15,4";"17,7";"15,0";"921,5";"922,1";"921,5";"0,9";"58,0";"4,9";"2164,60";"0,0"
"13/04/2026";"1500";"25,9";"26,6";"23,6";"51,0";"66,0";"51,0";"15,1";"17,6";"14,7";"920,8";"921,5";"920,8";"1,0";"25,0";"4,2";"2285,70";"0,0"
"13/04/2026";"1600";"26,1";"27,5";"25,5";"50,0";"55,0";"46,0";"14,8";"16,9";"13,9";"919,9";"920,8";"919,9";"0,5";"7,0";"4,1";"3286,40";"0,0"
"13/04/2026";"1700";"26,3";"28,0";"24,4";"51,0";"63,0";"41,0";"15,3";"17,3";"12,9";"919,0";"919,8";"919,0";"1,1";"121,0";"4,1";"2556,80";"0,0"
"13/04/2026";"1800";"24,5";"27,8";"24,3";"58,0";"59,0";"45,0";"15,8";"17,2";"14,4";"918,4";"919,0";"918,4";"0,7";"17,0";"4,3";"1645,80";"0,0"
"13/04/2026";"1900";"27,5";"27,9";"24,5";"45,0";"58,0";"45,0";"14,5";"16,3";"14,4";"918,0";"918,4";"917,9";"0,5";"308,0";"4,5";"1234,20";"0,0"
"13/04/2026";"2000";"23,5";"27,6";"23,4";"65,0";"66,0";"45,0";"16,5";"16,7";"14,7";"918,3";"918,3";"918,0";"1,2";"38,0";"4,2";"305,40";"0,0"
"13/04/2026";"2100";"22,4";"23,5";"22,4";"71,0";"71,0";"64,0";"16,9";"17,3";"16,3";"918,4";"918,5";"918,3";"1,4";"56,0";"4,8";"52,80";"0,0"
"13/04/2026";"2200";"22,0";"22,5";"21,9";"70,0";"72,0";"68,0";"16,4";"17,0";"16,3";"919,0";"919,0";"918,4";"1,4";"111,0";"6,1";"";"0,0"
"13/04/2026";"2300";"21,9";"22,3";"21,8";"70,0";"72,0";"69,0";"16,1";"16,5";"16,0";"919,6";"919,6";"919,0";"1,1";"85,0";"5,7";"";"0,0"
"14/04/2026";"0000";"21,0";"21,9";"21,0";"75,0";"76,0";"68,0";"16,3";"16,7";"15,8";"919,8";"919,9";"919,6";"1,1";"96,0";"3,7";"";"0,0"
"14/04/2026";"0100";"20,0";"20,9";"20,0";"79,0";"79,0";"75,0";"16,3";"16,5";"16,2";"919,7";"919,9";"919,6";"2,1";"124,0";"5,4";"";"0,0"
"14/04/2026";"0200";"19,5";"20,1";"19,3";"80,0";"80,0";"78,0";"16,0";"16,3";"15,9";"919,3";"919,7";"919,3";"1,2";"90,0";"5,3";"";"0,0"
"14/04/2026";"0300";"18,9";"19,5";"18,8";"80,0";"81,0";"79,0";"15,3";"16,0";"15,2";"919,2";"919,4";"919,1";"1,7";"115,0";"5,3";"";"0,0"
"14/04/2026";"0400";"18,6";"19,2";"18,5";"79,0";"80,0";"77,0";"14,9";"15,3";"14,8";"919,0";"919,3";"919,0";"1,2";"142,0";"4,7";"";"0,0"
"14/04/2026";"0500";"18,8";"19,1";"18,4";"77,0";"80,0";"76,0";"14,8";"15,1";"14,7";"918,3";"919,0";"918,3";"1,2";"128,0";"3,2";"";"0,0"
"14/04/2026";"0600";"17,3";"18,9";"17,2";"86,0";"86,0";"77,0";"14,9";"15,2";"14,4";"918,2";"918,3";"918,2";"0,2";"50,0";"2,8";"";"0,0"
"14/04/2026";"0700";"16,6";"17,3";"16,6";"89,0";"89,0";"86,0";"14,8";"15,1";"14,7";"918,1";"918,2";"918,1";"0,1";"16,0";"1,5";"";"0,0"
"14/04/2026";"0800";"16,7";"17,0";"16,5";"91,0";"91,0";"89,0";"15,1";"15,5";"14,8";"918,2";"918,2";"917,9";"0,0";"189,0";"1,4";"";"0,0"
"14/04/2026";"0900";"17,5";"17,5";"16,5";"91,0";"92,0";"91,0";"16,0";"16,1";"15,0";"918,6";"918,6";"918,2";"0,2";"132,0";"1,9";"";"0,0"
"14/04/2026";"1000";"18,9";"18,9";"17,4";"82,0";"91,0";"82,0";"15,7";"16,0";"15,3";"919,6";"919,6";"918,6";"1,2";"118,0";"3,0";"95,90";"0,0"
"14/04/2026";"1100";"20,7";"20,7";"18,9";"74,0";"82,0";"72,0";"15,8";"16,1";"15,5";"920,0";"920,0";"919,6";"1,4";"101,0";"3,9";"608,60";"0,0"
"14/04/2026";"1200";"22,0";"22,0";"20,7";"70,0";"74,0";"69,0";"16,2";"16,4";"15,6";"920,0";"920,1";"920,0";"1,5";"100,0";"5,0";"1588,20";"0,0"
"14/04/2026";"1300";"24,1";"24,1";"22,0";"59,0";"72,0";"59,0";"15,6";"16,5";"15,0";"919,8";"920,2";"919,8";"1,9";"82,0";"5,8";"2095,50";"0,0"
"14/04/2026";"1400";"25,3";"25,5";"23,1";"57,0";"66,0";"54,0";"16,1";"16,7";"14,8";"919,0";"919,8";"919,0";"1,1";"52,0";"6,1";"1987,30";"0,0"
"14/04/2026";"1500";"26,7";"26,9";"23,7";"50,0";"63,0";"48,0";"15,4";"17,4";"13,9";"918,0";"919,0";"918,0";"1,0";"20,0";"5,0";"2349,90";"0,0"
"14/04/2026";"1600";"26,4";"27,4";"24,5";"49,0";"59,0";"47,0";"14,7";"16,5";"13,7";"917,3";"918,0";"917,3";"1,3";"14,0";"4,7";"2579,50";"0,0"
"14/04/2026";"1700";"24,3";"26,5";"24,3";"58,0";"58,0";"48,0";"15,6";"16,0";"14,0";"916,6";"917,3";"916,6";"0,6";"39,0";"5,8";"1420,70";"0,0"
"14/04/2026";"1800";"21,2";"24,3";"21,2";"71,0";"73,0";"57,0";"15,8";"16,1";"14,3";"916,5";"916,6";"916,4";"1,2";"247,0";"3,2";"66,90";"0,0"
"14/04/2026";"1900";"20,7";"21,5";"20,3";"78,0";"83,0";"68,0";"16,8";"17,5";"15,4";"916,5";"916,6";"916,3";"0,5";"132,0";"2,6";"60,20";"0,2"
"14/04/2026";"2000";"21,4";"21,5";"20,6";"77,0";"82,0";"75,0";"17,3";"18,0";"16,6";"916,7";"916,8";"916,5";"0,7";"149,0";"2,7";"111,20";"0,2"
"14/04/2026";"2100";"21,7";"21,8";"21,2";"67,0";"79,0";"65,0";"15,2";"17,4";"15,0";"916,9";"916,9";"916,7";"1,4";"109,0";"3,5";"38,30";"0,0"
"14/04/2026";"2200";"21,7";"21,8";"21,2";"68,0";"70,0";"66,0";"15,5";"15,6";"15,2";"917,5";"917,5";"916,9";"1,4";"106,0";"4,9";"";"0,0"
"14/04/2026";"2300";"21,6";"21,8";"21,3";"70,0";"71,0";"68,0";"15,8";"16,0";"15,5";"918,0";"918,0";"917,5";"1,5";"111,0";"5,2";"";"0,0"
"15/04/2026";"0000";"20,9";"21,6";"20,9";"71,0";"73,0";"70,0";"15,4";"16,0";"15,4";"918,3";"918,3";"918,0";"1,8";"115,0";"5,5";"";"0,0"
"15/04/2026";"0100";"20,6";"20,9";"20,6";"73,0";"73,0";"71,0";"15,6";"15,7";"15,3";"918,3";"918,3";"918,2";"2,2";"139,0";"5,3";"";"0,0"
"15/04/2026";"0200";"19,6";"20,6";"19,6";"74,0";"74,0";"73,0";"14,8";"15,7";"14,8";"918,3";"918,5";"918,3";"1,4";"113,0";"5,3";"";"0,0"
"15/04/2026";"0300";"19,1";"19,7";"18,8";"73,0";"76,0";"72,0";"14,1";"14,7";"14,1";"918,2";"918,4";"918,2";"0,9";"135,0";"4,4";"";"0,0"
"15/04/2026";"0400";"17,2";"19,2";"16,8";"86,0";"86,0";"71,0";"14,8";"14,9";"13,7";"918,3";"918,3";"918,2";"0,6";"322,0";"3,8";"";"0,0"
"15/04/2026";"0500";"16,0";"17,2";"16,0";"89,0";"89,0";"86,0";"14,1";"14,9";"14,1";"918,1";"918,4";"917,9";"0,7";"287,0";"1,6";"";"0,0"
"15/04/2026";"0600";"15,8";"16,5";"15,8";"90,0";"91,0";"89,0";"14,2";"14,8";"14,1";"917,6";"918,1";"917,6";"0,0";"60,0";"1,6";"";"0,0"
"15/04/2026";"0700";"15,4";"15,8";"15,4";"90,0";"91,0";"90,0";"13,8";"14,3";"13,8";"917,2";"917,6";"917,2";"0,0";"101,0";"0,3";"";"0,0"
"15/04/2026";"0800";"15,2";"15,4";"15,0";"91,0";"92,0";"90,0";"13,8";"13,9";"13,4";"917,5";"917,6";"917,1";"0,0";"76,0";"1,0";"";"0,0"
"15/04/2026";"0900";"15,3";"16,5";"15,2";"84,0";"91,0";"82,0";"12,7";"14,2";"12,7";"918,0";"918,0";"917,5";"0,3";"64,0";"2,4";"";"0,0"
"15/04/2026";"1000";"17,7";"17,8";"15,1";"75,0";"89,0";"75,0";"13,3";"13,8";"12,7";"918,8";"918,8";"918,0";"0,9";"114,0";"2,4";"97,80";"0,0"
"15/04/2026";"1100";"19,4";"19,5";"17,7";"74,0";"76,0";"72,0";"14,5";"14,6";"13,3";"919,6";"919,6";"918,8";"1,9";"108,0";"5,6";"587,50";"0,0"
"15/04/2026";"1200";"20,5";"20,5";"19,4";"72,0";"76,0";"70,0";"15,2";"15,4";"14,5";"920,5";"920,6";"919,6";"2,4";"117,0";"6,0";"1196,50";"0,0"
"15/04/2026";"1300";"22,5";"22,5";"20,4";"65,0";"74,0";"62,0";"15,6";"16,0";"14,7";"920,6";"920,8";"920,5";"2,0";"125,0";"6,7";"2203,40";"0,0"
"15/04/2026";"1400";"25,0";"25,3";"22,0";"55,0";"67,0";"54,0";"15,5";"16,5";"14,3";"920,3";"920,7";"920,2";"1,5";"96,0";"5,6";"2760,50";"0,0"
"15/04/2026";"1500";"24,9";"26,3";"23,8";"54,0";"60,0";"46,0";"14,9";"16,9";"13,0";"919,4";"920,3";"919,4";"1,0";"66,0";"5,5";"2775,20";"0,0"
"15/04/2026";"1600";"25,6";"27,1";"23,7";"43,0";"56,0";"43,0";"12,2";"16,0";"12,0";"918,7";"919,4";"918,7";"1,1";"22,0";"4,7";"2249,90";"0,0"
"15/04/2026";"1700";"27,3";"27,9";"25,0";"43,0";"51,0";"41,0";"13,8";"15,1";"12,2";"917,8";"918,7";"917,8";"0,7";"289,0";"3,9";"2876,00";"0,0"
"15/04/2026";"1800";"24,3";"28,6";"24,1";"55,0";"61,0";"41,0";"14,6";"16,5";"13,1";"917,5";"917,9";"917,5";"0,4";"338,0";"3,4";"1589,90";"0,0"
"15/04/2026";"1900";"25,6";"26,0";"23,5";"58,0";"72,0";"51,0";"16,7";"18,4";"14,5";"917,1";"917,5";"917,1";"0,8";"329,0";"1,8";"473,90";"0,0"
"15/04/2026";"2000";"24,2";"26,0";"24,2";"57,0";"64,0";"48,0";"15,1";"18,3";"13,0";"916,9";"917,1";"916,9";"0,1";"341,0";"2,6";"413,50";"0,0"
"15/04/2026";"2100";"23,1";"24,2";"22,7";"52,0";"68,0";"52,0";"12,7";"16,7";"12,5";"917,0";"917,0";"916,9";"1,6";"241,0";"5,2";"89,10";"0,0"
"15/04/2026";"2200";"22,3";"23,5";"22,3";"53,0";"57,0";"50,0";"12,2";"13,4";"12,2";"917,4";"917,4";"917,0";"0,7";"142,0";"5,2";"";"0,0"
"15/04/2026";"2300";"21,6";"22,6";"21,6";"64,0";"64,0";"52,0";"14,5";"14,5";"12,2";"917,7";"917,8";"917,3";"2,2";"134,0";"5,7";"";"0,0"
"16/04/2026";"0000";"20,4";"21,5";"20,4";"68,0";"68,0";"63,0";"14,4";"14,5";"14,2";"918,0";"918,0";"917,6";"0,6";"118,0";"5,1";"";"0,0"
"16/04/2026";"0100";"18,8";"20,4";"18,7";"78,0";"79,0";"68,0";"15,0";"15,1";"14,3";"917,9";"918,1";"917,8";"0,0";"99,0";"1,5";"";"0,0"
"16/04/2026";"0200";"18,0";"18,9";"17,9";"82,0";"82,0";"78,0";"15,0";"15,1";"14,7";"918,2";"918,2";"917,9";"0,0";"295,0";"1,6";"";"0,0"
"16/04/2026";"0300";"17,9";"18,1";"17,0";"77,0";"85,0";"77,0";"13,8";"15,0";"13,8";"918,1";"918,2";"918,1";"0,8";"124,0";"4,1";"";"0,0"
"16/04/2026";"0400";"17,5";"19,1";"17,3";"76,0";"77,0";"69,0";"13,2";"13,8";"13,0";"917,7";"918,1";"917,7";"0,2";"95,0";"4,1";"";"0,0"
"16/04/2026";"0500";"17,0";"17,9";"17,0";"78,0";"78,0";"75,0";"13,1";"13,4";"13,0";"917,7";"917,8";"917,7";"0,0";"2,0";"2,1";"";"0,0"
"16/04/2026";"0600";"15,3";"17,0";"15,3";"88,0";"88,0";"78,0";"13,3";"13,6";"13,1";"917,3";"917,7";"917,3";"0,9";"315,0";"1,7";"";"0,0"
"16/04/2026";"0700";"14,9";"15,3";"14,9";"89,0";"89,0";"88,0";"13,1";"13,6";"13,1";"917,4";"917,4";"917,2";"0,5";"310,0";"1,7";"";"0,0"
"16/04/2026";"0800";"14,5";"15,1";"14,5";"90,0";"90,0";"89,0";"12,9";"13,5";"12,9";"917,3";"917,4";"917,2";"0,6";"323,0";"1,3";"";"0,0"
"16/04/2026";"0900";"14,3";"14,6";"14,2";"91,0";"91,0";"90,0";"12,8";"13,1";"12,7";"917,7";"917,7";"917,3";"0,3";"317,0";"1,3";"";"0,0"
"16/04/2026";"1000";"15,6";"15,6";"14,0";"90,0";"91,0";"90,0";"14,0";"14,0";"12,5";"918,1";"918,1";"917,7";"0,1";"309,0";"1,1";"82,50";"0,0"
"16/04/2026";"1100";"20,3";"20,3";"15,6";"67,0";"90,0";"65,0";"14,0";"14,4";"13,3";"918,8";"918,8";"918,1";"0,3";"99,0";"1,4";"590,80";"0,0"
"16/04/2026";"1200";"21,9";"22,2";"20,4";"59,0";"67,0";"56,0";"13,5";"14,4";"12,6";"919,1";"919,2";"918,8";"1,9";"94,0";"5,5";"1646,10";"0,0"
"16/04/2026";"1300";"24,0";"24,2";"21,8";"55,0";"62,0";"53,0";"14,3";"15,2";"13,5";"919,0";"919,1";"919,0";"1,5";"75,0";"5,5";"2327,50";"0,0"
"16/04/2026";"1400";"25,9";"25,9";"24,0";"49,0";"58,0";"49,0";"14,5";"15,9";"13,4";"918,3";"919,0";"918,3";"1,7";"30,0";"5,1";"2784,20";"0,0"
"16/04/2026";"1500";"27,2";"27,2";"23,6";"41,0";"58,0";"38,0";"12,7";"15,4";"11,0";"917,5";"918,3";"917,5";"0,8";"97,0";"3,8";"2097,20";"0,0"
"16/04/2026";"1600";"27,3";"27,9";"24,0";"40,0";"54,0";"38,0";"12,3";"14,7";"11,9";"916,6";"917,5";"916,6";"1,1";"89,0";"3,6";"2766,30";"0,0"
"16/04/2026";"1700";"27,1";"27,7";"24,5";"42,0";"51,0";"35,0";"13,0";"14,4";"10,6";"915,8";"916,6";"915,8";"2,2";"33,0";"5,2";"2289,70";"0,0"
"16/04/2026";"1800";"27,8";"28,5";"26,9";"43,0";"44,0";"35,0";"14,1";"14,5";"11,3";"915,4";"915,8";"915,4";"0,9";"91,0";"4,4";"2505,80";"0,0"
"16/04/2026";"1900";"25,4";"27,7";"23,6";"45,0";"52,0";"36,0";"12,7";"13,9";"11,2";"915,3";"915,4";"915,3";"1,6";"22,0";"3,8";"1025,90";"0,0"
"16/04/2026";"2000";"22,9";"26,3";"22,4";"54,0";"59,0";"42,0";"13,2";"14,1";"11,8";"915,4";"915,4";"915,2";"0,7";"343,0";"3,0";"209,40";"0,0"
"16/04/2026";"2100";"21,9";"22,9";"21,4";"56,0";"58,0";"51,0";"12,7";"13,2";"11,5";"915,5";"915,5";"915,4";"1,2";"33,0";"2,8";"39,90";"0,0"
"16/04/2026";"2200";"20,4";"22,0";"19,9";"68,0";"72,0";"56,0";"14,2";"14,8";"12,7";"916,1";"916,1";"915,5";"0,1";"4,0";"2,8";"";"0,0"
"16/04/2026";"2300";"21,3";"21,3";"20,0";"62,0";"70,0";"62,0";"13,6";"14,5";"13,5";"916,5";"916,5";"916,1";"0,8";"116,0";"2,1";"";"0,0"
"17/04/2026";"0000";"20,2";"21,6";"20,2";"68,0";"68,0";"61,0";"14,1";"14,4";"13,5";"916,7";"916,8";"916,5";"0,2";"64,0";"2,4";"";"0,0"
"17/04/2026";"0100";"19,6";"20,2";"19,6";"72,0";"72,0";"68,0";"14,4";"14,5";"14,1";"916,9";"916,9";"916,7";"0,1";"159,0";"1,7";"";"0,0"
"17/04/2026";"0200";"19,1";"19,6";"19,0";"73,0";"75,0";"72,0";"14,2";"14,5";"14,1";"916,5";"917,0";"916,5";"0,0";"77,0";"1,1";"";"0,0"
"17/04/2026";"0300";"18,2";"19,1";"18,1";"79,0";"79,0";"73,0";"14,4";"14,4";"14,1";"916,0";"916,5";"915,9";"0,0";"6,0";"0,5";"";"0,0"
"17/04/2026";"0400";"17,6";"18,3";"17,6";"81,0";"81,0";"78,0";"14,2";"14,6";"14,2";"915,5";"916,0";"915,5";"0,0";"340,0";"0,0";"";"0,0"
"17/04/2026";"0500";"16,5";"17,6";"16,5";"87,0";"87,0";"81,0";"14,3";"14,5";"14,1";"915,1";"915,6";"915,1";"0,0";"344,0";"1,1";"";"0,0"
"17/04/2026";"0600";"16,5";"16,6";"16,3";"87,0";"88,0";"87,0";"14,3";"14,5";"14,2";"914,7";"915,1";"914,7";"0,0";"180,0";"0,0";"";"0,0"
"17/04/2026";"0700";"15,8";"16,5";"15,8";"89,0";"89,0";"87,0";"14,0";"14,4";"14,0";"914,9";"914,9";"914,7";"0,0";"35,0";"0,0";"";"0,0"
"17/04/2026";"0800";"15,6";"16,1";"15,6";"90,0";"90,0";"89,0";"14,0";"14,4";"13,9";"914,8";"915,0";"914,7";"0,0";"115,0";"0,0";"";"0,0"
"17/04/2026";"0900";"15,7";"15,9";"15,6";"91,0";"91,0";"90,0";"14,2";"14,3";"14,0";"915,4";"915,4";"914,8";"0,0";"60,0";"0,0";"";"0,0"
"17/04/2026";"1000";"16,0";"16,0";"15,6";"90,0";"91,0";"90,0";"14,5";"14,5";"14,0";"916,0";"916,1";"915,4";"0,0";"329,0";"0,0";"97,00";"0,0"
"17/04/2026";"1100";"20,1";"20,1";"16,0";"74,0";"90,0";"74,0";"15,4";"16,4";"14,5";"917,1";"917,1";"916,0";"0,0";"126,0";"1,0";"562,80";"0,0"
"17/04/2026";"1200";"22,8";"22,9";"20,1";"64,0";"76,0";"64,0";"15,7";"16,8";"15,0";"917,8";"917,8";"917,1";"0,8";"92,0";"2,8";"1230,30";"0,0"
"17/04/2026";"1300";"23,9";"24,4";"22,7";"56,0";"65,0";"52,0";"14,7";"16,6";"13,6";"917,8";"918,0";"917,8";"1,0";"21,0";"3,2";"1726,90";"0,0"
"17/04/2026";"1400";"25,2";"25,6";"23,4";"51,0";"61,0";"50,0";"14,5";"16,3";"13,4";"917,1";"917,9";"917,1";"1,2";"49,0";"4,2";"2296,40";"0,0"
"17/04/2026";"1500";"26,2";"26,4";"24,4";"53,0";"56,0";"45,0";"15,9";"16,0";"12,6";"916,3";"917,1";"916,3";"0,8";"355,0";"4,2";"2400,50";"0,0"
"17/04/2026";"1600";"27,3";"27,6";"25,2";"43,0";"54,0";"43,0";"13,6";"15,9";"13,2";"915,5";"916,3";"915,5";"1,4";"347,0";"4,3";"2710,20";"0,0"
"17/04/2026";"1700";"26,8";"28,1";"26,0";"46,0";"48,0";"38,0";"14,1";"14,5";"11,5";"914,5";"915,5";"914,5";"1,0";"9,0";"3,9";"2052,20";"0,0"
"17/04/2026";"1800";"26,8";"27,5";"25,8";"45,0";"50,0";"42,0";"13,9";"15,3";"13,0";"914,1";"914,5";"914,1";"1,4";"321,0";"4,5";"1839,20";"0,0"
"17/04/2026";"1900";"26,6";"27,8";"25,7";"48,0";"51,0";"40,0";"14,5";"15,7";"12,5";"913,7";"914,1";"913,6";"1,7";"313,0";"4,3";"1306,70";"0,0"
"17/04/2026";"2000";"22,5";"26,6";"22,5";"66,0";"66,0";"48,0";"15,7";"15,9";"14,3";"913,9";"913,9";"913,7";"1,0";"314,0";"4,1";"289,10";"0,0"
"17/04/2026";"2100";"20,6";"22,4";"20,6";"65,0";"69,0";"64,0";"13,8";"15,8";"13,8";"914,2";"914,2";"913,9";"0,9";"301,0";"3,1";"36,40";"0,0"
"17/04/2026";"2200";"20,3";"20,7";"20,2";"63,0";"65,0";"62,0";"13,2";"13,9";"13,1";"914,5";"914,5";"914,2";"0,2";"360,0";"2,1";"";"0,0"
"17/04/2026";"2300";"19,7";"20,6";"19,5";"67,0";"68,0";"63,0";"13,5";"13,5";"13,1";"915,0";"915,1";"914,5";"0,8";"317,0";"1,7";"";"0,0"
"18/04/2026";"0000";"20,4";"20,7";"19,6";"65,0";"68,0";"63,0";"13,6";"13,8";"13,4";"915,4";"915,4";"915,0";"0,3";"193,0";"1,6";"";"0,0"
"18/04/2026";"0100";"19,2";"20,4";"19,2";"75,0";"75,0";"65,0";"14,6";"14,6";"13,5";"915,8";"915,8";"915,4";"0,0";"28,0";"0,7";"";"0,0"
"18/04/2026";"0200";"18,9";"19,6";"18,9";"76,0";"76,0";"73,0";"14,5";"15,0";"14,4";"915,8";"915,8";"915,7";"0,1";"129,0";"1,0";"";"0,0"
"18/04/2026";"0300";"17,9";"18,9";"17,8";"83,0";"83,0";"76,0";"15,1";"15,1";"14,5";"915,8";"915,9";"915,7";"0,1";"325,0";"1,0";"";"0,0"
"18/04/2026";"0400";"17,2";"17,9";"17,1";"85,0";"85,0";"83,0";"14,7";"15,1";"14,5";"915,4";"915,8";"915,4";"0,0";"296,0";"0,7";"";"0,0"
"18/04/2026";"0500";"16,8";"17,5";"16,7";"87,0";"87,0";"84,0";"14,5";"14,9";"14,4";"915,0";"915,4";"915,0";"0,0";"8,0";"0,5";"";"0,0"
"18/04/2026";"0600";"16,6";"17,0";"16,6";"88,0";"88,0";"87,0";"14,5";"14,9";"14,5";"914,8";"915,0";"914,7";"0,0";"144,0";"0,0";"";"0,0"
"18/04/2026";"0700";"16,3";"16,8";"16,3";"89,0";"89,0";"88,0";"14,4";"14,7";"14,4";"914,5";"914,8";"914,5";"0,0";"11,0";"0,0";"";"0,0"
"18/04/2026";"0800";"16,1";"16,3";"15,9";"89,0";"90,0";"89,0";"14,4";"14,6";"14,2";"914,8";"914,8";"914,5";"0,0";"194,0";"0,0";"";"0,0"
"18/04/2026";"0900";"15,8";"16,1";"15,7";"91,0";"91,0";"89,0";"14,3";"14,4";"14,1";"915,5";"915,5";"914,8";"0,0";"352,0";"0,0";"";"0,0"
"18/04/2026";"1000";"16,9";"16,9";"15,5";"91,0";"92,0";"91,0";"15,5";"15,5";"14,0";"916,2";"916,2";"915,5";"0,0";"74,0";"0,0";"81,10";"0,0"
"18/04/2026";"1100";"20,6";"20,6";"16,9";"76,0";"91,0";"76,0";"16,3";"16,3";"15,5";"916,1";"916,2";"916,1";"0,0";"348,0";"0,3";"520,10";"0,0"
"18/04/2026";"1200";"23,1";"23,2";"20,6";"63,0";"76,0";"60,0";"15,6";"17,0";"14,4";"916,4";"916,4";"916,1";"0,9";"2,0";"2,6";"1557,40";"0,0"
"18/04/2026";"1300";"25,1";"25,5";"22,8";"49,0";"65,0";"49,0";"13,8";"16,5";"13,6";"916,3";"916,4";"916,3";"1,2";"19,0";"2,9";"2190,50";"0,0"
"18/04/2026";"1400";"27,3";"27,5";"24,9";"48,0";"53,0";"43,0";"15,5";"15,6";"12,5";"915,9";"916,3";"915,9";"1,0";"318,0";"3,0";"2598,30";"0,0"
